0,35
1,35
2,35
3,35
4,35
5,35
6,35
7,35
8,35
9,35
10,35
11,35
12,35
13,35
14,35
15,35
16,35
17,35
18,35
19,35
20,35
21,35
22,35
23,35
24,35
25,35
26,35
27,35
28,35
29,35
30,35
31,35
32,42
33,14
34,28
35,42
36,42
37,42
38,42
39,21
40,21
41,21
42,49
43,42
44,21
45,28
46,14
47,42
48,42
49,42
50,42
51,42
52,42
53,42
54,42
55,42
56,42
57,42
58,14
59,21
60,28
61,28
62,28
63,42
64,56
65,42
66,42
67,42
68,42
69,42
70,42
71,42
72,42
73,28
74,42
75,42
76,42
77,42
78,42
79,42
80,42
81,42
82,42
83,42
84,42
85,42
86,42
87,42
88,42
89,42
90,42
91,21
92,42
93,21
94,28
95,42
96,21
97,42
98,42
99,42
100,42
101,42
102,35
103,42
104,42
105,21
106,28
107,35
108,21
109,42
110,42
111,42
112,42
113,42
114,35
115,42
116,35
117,42
118,42
119,42
120,42
121,42
122,42
123,28
124,14
125,28
126,49
127,35
128,42
129,35
130,21
131,35
132,42
133,42
134,42
135,42
136,35
137,49
138,42
139,21
140,56
141,35
142,42
143,35
144,35
145,21
146,21
147,42
148,42
149,21
150,35
151,35
152,35
153,49
154,42
155,21
156,56
157,35
158,42
159,42
160,42
161,14
162,42
163,42
164,42
165,42
166,14
167,42
168,42
169,63
170,35
171,35
172,49
173,28
174,63
175,28
176,28
177,42
178,28
179,28
180,21
181,42
182,42
183,14
184,28
185,28
186,35
187,35
188,63
189,63
190,63
191,42
192,42
193,42
194,42
195,42
196,42
197,42
198,56
199,42
200,42
201,42
202,42
203,42
204,28
205,28
206,28
207,42
208,42
209,42
210,42
211,42
212,42
213,42
214,42
215,42
216,56
217,42
218,42
219,42
220,42
221,42
222,119
223,42
224,42
225,42
226,42
227,42
228,42
229,42
230,56
231,42
232,42
233,42
234,42
235,42
236,21
237,28
238,28
239,28
240,42
241,42
242,42
243,42
244,42
245,42
246,42
247,42
248,42
249,42
250,42
251,42
252,42
253,42
254,119
255,42
